Time,Activity,Value,Time_2
03:30:00,Travel,0.3,3.50
03:30:00,Unpaid household work,0.4,3.50
03:30:00,Unpaid care,0.2,3.50
03:30:00,Watching television,0.1,3.50
03:30:00,Entertainment and leisure,0.5,3.50
03:30:00,Education and study,0,3.50
03:30:00,Other,0.9,3.50
03:40:00,Sleep and rest,95.5,3.67
03:40:00,Personal care,0.9,3.67
03:40:00,Paid work,0.9,3.67
03:40:00,Travel,0.5,3.67
03:40:00,Unpaid household work,0.4,3.67
03:40:00,Unpaid care,0.2,3.67
03:40:00,Watching television,0.1,3.67
03:40:00,Entertainment and leisure,0.7,3.67
03:40:00,Education and study,0,3.67
03:40:00,Other,0.8,3.67
03:50:00,Sleep and rest,95.2,3.83
03:50:00,Personal care,1.1,3.83
03:50:00,Paid work,0.9,3.83
03:50:00,Travel,0.5,3.83
03:50:00,Unpaid household work,0.4,3.83
03:50:00,Unpaid care,0.2,3.83
03:50:00,Watching television,0.1,3.83
03:50:00,Entertainment and leisure,0.7,3.83
03:50:00,Education and study,0,3.83
03:50:00,Other,0.9,3.83
